patent_id	citation_id	date
7449704	3961197	2008-11-11
7323703	3961197	2008-01-29
7355191	3961197	2008-04-08
7372056	3961197	2008-05-13
7122816	3961197	2006-10-17
7732793	3961197	2010-06-08
7141806	3961197	2006-11-28
8075732	3961197	2011-12-13
7196342	3961197	2007-03-27
4178524	3961197	1979-12-11
5896407	3961197	1999-04-20
6566667	3961197	2003-05-20
7193228	3961197	2007-03-20
7217941	3961197	2007-05-15
7525111	3961197	2009-04-28
7217940	3961197	2007-05-15
7045791	3961197	2006-05-16
4875214	3961197	1989-10-17
5892810	3961197	1999-04-06
7394083	3961197	2008-07-01
7402825	3961197	2008-07-22
6172324	3961197	2001-01-09
6084198	3961197	2000-07-04
6586757	3961197	2003-07-01
7365349	3961197	2008-04-29
7365351	3961197	2008-04-29
6968038	3961197	2005-11-22
4598415	3961197	1986-07-01
6815700	3961197	2004-11-09
6349128	3961197	2002-02-19
7368741	3961197	2008-05-06
7247870	3961197	2007-07-24
7180083	3961197	2007-02-20
7476887	3961197	2009-01-13
7482609	3961197	2009-01-27
7928417	3961197	2011-04-19
7297948	3961197	2007-11-20
7180081	3961197	2007-02-20
7642533	3961197	2010-01-05
7598509	3961197	2009-10-06
7378673	3961197	2008-05-27
7164144	3961197	2007-01-16
4771430	3961197	1988-09-13
5866871	3961197	1999-02-02
6804327	3961197	2004-10-12
7309871	3961197	2007-12-18
7388220	3961197	2008-06-17
7453077	3961197	2008-11-18
8461560	3961197	2013-06-11
7449703	3961197	2008-11-11
7465946	3961197	2008-12-16
4206364	3961197	1980-06-03
4831627	3961197	1989-05-16
6414438	3961197	2002-07-02
7439530	3961197	2008-10-21
6051841	3961197	2000-04-18
7346093	3961197	2008-03-18
4553256	3961197	1985-11-12
6744060	3961197	2004-06-01
7589337	3961197	2009-09-15
7109503	3961197	2006-09-19
7291853	3961197	2007-11-06
7838854	3961197	2010-11-23
H0012009	3961197	1993-06-01
7087914	3961197	2006-08-08
6980625	3961197	2005-12-27
6452199	3961197	2002-09-17
7317196	3961197	2008-01-08
6972421	3961197	2005-12-06
5763930	3961197	1998-06-09
7088758	3961197	2006-08-08
7405416	3961197	2008-07-29
7361918	3961197	2008-04-22
