patent_id	citation_id	date
7781750	5763930	2010-08-24
7518132	5763930	2009-04-14
6051841	5763930	2000-04-18
6507641	5763930	2003-01-14
7164144	5763930	2007-01-16
7439530	5763930	2008-10-21
7301980	5763930	2007-11-27
7701555	5763930	2010-04-20
6690706	5763930	2004-02-10
6408052	5763930	2002-06-18
7217940	5763930	2007-05-15
6590959	5763930	2003-07-08
7449704	5763930	2008-11-11
7321126	5763930	2008-01-22
7405416	5763930	2008-07-29
7394083	5763930	2008-07-01
7388220	5763930	2008-06-17
7365351	5763930	2008-04-29
7598509	5763930	2009-10-06
7217941	5763930	2007-05-15
8629417	5763930	2014-01-14
7465946	5763930	2008-12-16
7088758	5763930	2006-08-08
7856044	5763930	2010-12-21
6452194	5763930	2002-09-17
6541786	5763930	2003-04-01
7002168	5763930	2006-02-21
7732793	5763930	2010-06-08
6972421	5763930	2005-12-06
7378673	5763930	2008-05-27
9620920	5763930	2017-04-11
7355191	5763930	2008-04-08
7642533	5763930	2010-01-05
7535948	5763930	2009-05-19
7671349	5763930	2010-03-02
7193228	5763930	2007-03-20
8461560	5763930	2013-06-11
7368741	5763930	2008-05-06
6414438	5763930	2002-07-02
8519366	5763930	2013-08-27
6927403	5763930	2005-08-09
7087914	5763930	2006-08-08
7402825	5763930	2008-07-22
7449703	5763930	2008-11-11
8446928	5763930	2013-05-21
7385211	5763930	2008-06-10
7838854	5763930	2010-11-23
7706424	5763930	2010-04-27
8075732	5763930	2011-12-13
7346093	5763930	2008-03-18
6998620	5763930	2006-02-14
8526481	5763930	2013-09-03
7109503	5763930	2006-09-19
7812329	5763930	2010-10-12
7180081	5763930	2007-02-20
7482609	5763930	2009-01-27
7589337	5763930	2009-09-15
7244954	5763930	2007-07-17
7141806	5763930	2006-11-28
7928417	5763930	2011-04-19
6202633	5763930	2001-03-20
6469310	5763930	2002-10-22
7122816	5763930	2006-10-17
7091505	5763930	2006-08-15
7460212	5763930	2008-12-02
8035092	5763930	2011-10-11
7365349	5763930	2008-04-29
7196342	5763930	2007-03-27
7633989	5763930	2009-12-15
7084412	5763930	2006-08-01
6064072	5763930	2000-05-16
7655925	5763930	2010-02-02
7180083	5763930	2007-02-20
7365349	5866871	2008-04-29
7405416	5866871	2008-07-29
7247870	5866871	2007-07-24
9555145	5866871	2017-01-31
7982159	5866871	2011-07-19
7394083	5866871	2008-07-01
6051841	5866871	2000-04-18
9269544	5866871	2016-02-23
7217941	5866871	2007-05-15
7439530	5866871	2008-10-21
9287091	5866871	2016-03-15
8075732	5866871	2011-12-13
9117636	5866871	2015-08-25
8461560	5866871	2013-06-11
7217940	5866871	2007-05-15
7164144	5866871	2007-01-16
6815700	5866871	2004-11-09
7378673	5866871	2008-05-27
7323703	5866871	2008-01-29
7449703	5866871	2008-11-11
7141806	5866871	2006-11-28
6566667	5866871	2003-05-20
7088758	5866871	2006-08-08
6744060	5866871	2004-06-01
7368741	5866871	2008-05-06
8994270	5866871	2015-03-31
7465946	5866871	2008-12-16
7642533	5866871	2010-01-05
7598509	5866871	2009-10-06
7388220	5866871	2008-06-17
7732793	5866871	2010-06-08
7109503	5866871	2006-09-19
7317196	5866871	2008-01-08
7365351	5866871	2008-04-29
6586757	5866871	2003-07-01
7193228	5866871	2007-03-20
6274841	5866871	2001-08-14
7346093	5866871	2008-03-18
7525111	5866871	2009-04-28
6084198	5866871	2000-07-04
7196342	5866871	2007-03-27
7589337	5866871	2009-09-15
7838854	5866871	2010-11-23
7372056	5866871	2008-05-13
7180083	5866871	2007-02-20
7122816	5866871	2006-10-17
7402825	5866871	2008-07-22
7449704	5866871	2008-11-11
7476887	5866871	2009-01-13
9532826	5866871	2017-01-03
7355191	5866871	2008-04-08
6972421	5866871	2005-12-06
7087914	5866871	2006-08-08
7928417	5866871	2011-04-19
7291853	5866871	2007-11-06
7453077	5866871	2008-11-18
7482609	5866871	2009-01-27
7180081	5866871	2007-02-20
7361918	5866871	2008-04-22
6300720	5866871	2001-10-09
7321604	5892810	2008-01-22
7310408	5892810	2007-12-18
6590959	6051841	2003-07-08
8526481	6051841	2013-09-03
7180083	6051841	2007-02-20
7388220	6051841	2008-06-17
7002168	6051841	2006-02-21
7378673	6051841	2008-05-27
7309871	6051841	2007-12-18
7346093	6051841	2008-03-18
7193228	6051841	2007-03-20
7215697	6051841	2007-05-08
7291853	6051841	2007-11-06
7525111	6051841	2009-04-28
7372056	6051841	2008-05-13
7812329	6051841	2010-10-12
8446928	6051841	2013-05-21
7361918	6051841	2008-04-22
7196342	6051841	2007-03-27
7122816	6051841	2006-10-17
7026611	6051841	2006-04-11
8198615	6051841	2012-06-12
7247870	6051841	2007-07-24
7598509	6051841	2009-10-06
7164144	6051841	2007-01-16
7489718	6051841	2009-02-10
8519366	6051841	2013-08-27
7449704	6051841	2008-11-11
7476887	6051841	2009-01-13
7323703	6051841	2008-01-29
7482609	6051841	2009-01-27
7655925	6051841	2010-02-02
7589337	6051841	2009-09-15
7838854	6051841	2010-11-23
7368741	6051841	2008-05-06
7928417	6051841	2011-04-19
7453077	6051841	2008-11-18
7385211	6051841	2008-06-10
8461560	6051841	2013-06-11
7402825	6051841	2008-07-22
7642533	6051841	2010-01-05
7394083	6051841	2008-07-01
7217940	6051841	2007-05-15
6826222	6051841	2004-11-30
7317196	6051841	2008-01-08
7355191	6051841	2008-04-08
7365351	6051841	2008-04-29
7856044	6051841	2010-12-21
8629417	6051841	2014-01-14
6414438	6051841	2002-07-02
7671349	6051841	2010-03-02
6894298	6051841	2005-05-17
7217941	6051841	2007-05-15
7087914	6051841	2006-08-08
6972421	6051841	2005-12-06
7088758	6051841	2006-08-08
7732793	6051841	2010-06-08
8008595	6051841	2011-08-30
7365349	6051841	2008-04-29
7109503	6051841	2006-09-19
6188076	6051841	2001-02-13
6815700	6051841	2004-11-09
8075732	6051841	2011-12-13
7449703	6051841	2008-11-11
7405416	6051841	2008-07-29
7180081	6051841	2007-02-20
7439530	6051841	2008-10-21
8035092	6051841	2011-10-11
7141806	6051841	2006-11-28
6998620	6051841	2006-02-14
7465946	6051841	2008-12-16
6804327	6084198	2004-10-12
6465964	6084198	2002-10-15
8387359	6084198	2013-03-05
7339181	6084198	2008-03-04
6528948	6084198	2003-03-04
6414438	6084198	2002-07-02
8040030	6084198	2011-10-18
6444945	6084198	2002-09-03
7642533	6084198	2010-01-05
7982159	6084198	2011-07-19
8375697	6084198	2013-02-19
6300720	6084198	2001-10-09
6956885	6084198	2005-10-18
7402825	6172324	2008-07-22
7525111	6172324	2009-04-28
7361918	6172324	2008-04-22
7482607	6172324	2009-01-27
7365349	6172324	2008-04-29
6804327	6172324	2004-10-12
7122816	6172324	2006-10-17
7449703	6172324	2008-11-11
9287091	6172324	2016-03-15
7605385	6172324	2009-10-20
8994270	6172324	2015-03-31
6972421	6172324	2005-12-06
8227771	6172324	2012-07-24
7372056	6172324	2008-05-13
7378673	6172324	2008-05-27
7251263	6172324	2007-07-31
7642533	6172324	2010-01-05
9117636	6172324	2015-08-25
7928417	6172324	2011-04-19
9532826	6172324	2017-01-03
7164144	6172324	2007-01-16
7732793	6172324	2010-06-08
7196342	6172324	2007-03-27
6452199	6172324	2002-09-17
7439530	6172324	2008-10-21
7838854	6172324	2010-11-23
6744060	6172324	2004-06-01
8075732	6172324	2011-12-13
7453077	6172324	2008-11-18
7355191	6172324	2008-04-08
7193228	6172324	2007-03-20
7217940	6172324	2007-05-15
7346093	6172324	2008-03-18
7180083	6172324	2007-02-20
7317196	6172324	2008-01-08
9555145	6172324	2017-01-31
8461560	6172324	2013-06-11
7405416	6172324	2008-07-29
7368741	6172324	2008-05-06
7180081	6172324	2007-02-20
7449704	6172324	2008-11-11
7309871	6172324	2007-12-18
7476887	6172324	2009-01-13
6566667	6172324	2003-05-20
7365351	6172324	2008-04-29
7323703	6172324	2008-01-29
7482609	6172324	2009-01-27
6586757	6172324	2003-07-01
6414438	6172324	2002-07-02
7109503	6172324	2006-09-19
7394083	6172324	2008-07-01
7598509	6172324	2009-10-06
7247870	6172324	2007-07-24
9269544	6172324	2016-02-23
7388220	6172324	2008-06-17
7465946	6172324	2008-12-16
7088758	6172324	2006-08-08
7291853	6172324	2007-11-06
7589337	6172324	2009-09-15
7087914	6172324	2006-08-08
7217941	6172324	2007-05-15
7141806	6172324	2006-11-28
6815700	6172324	2004-11-09
8769078	6349128	2014-07-01
6514865	6349128	2003-02-04
9494535	6349128	2016-11-15
7420163	6349128	2008-09-02
7302034	6349128	2007-11-27
6968038	6349128	2005-11-22
6611576	6349128	2003-08-26
8155268	6349128	2012-04-10
7016462	6349128	2006-03-21
9450536	6349128	2016-09-20
7718447	6349128	2010-05-18
7646846	6349128	2010-01-12
8065094	6349128	2011-11-22
7812542	6414438	2010-10-12
6998620	6414438	2006-02-14
6847044	6414438	2005-01-25
6804327	6414438	2004-10-12
7323701	6414438	2008-01-29
6894298	6414438	2005-05-17
7215697	6414438	2007-05-08
6710524	6414438	2004-03-23
6818912	6414438	2004-11-16
8227771	6414438	2012-07-24
6826222	6414438	2004-11-30
6563907	6414438	2003-05-13
7251263	6414438	2007-07-31
7414253	6414438	2008-08-19
7489718	6414438	2009-02-10
RE41362	6414438	2010-06-01
7126143	6414438	2006-10-24
7825391	6414438	2010-11-02
9760008	6414438	2017-09-12
7541604	6414438	2009-06-02
6567499	6414438	2003-05-20
7488962	6414438	2009-02-10
7528395	6414438	2009-05-05
7896510	6414438	2011-03-01
9277634	6414438	2016-03-01
6667484	6414438	2003-12-23
7465946	6452199	2008-12-16
7598509	6452199	2009-10-06
7088758	6452199	2006-08-08
7141806	6452199	2006-11-28
7928417	6452199	2011-04-19
7215697	6452199	2007-05-08
7439530	6452199	2008-10-21
7838854	6452199	2010-11-23
7346093	6452199	2008-03-18
8198615	6452199	2012-06-12
8227771	6452199	2012-07-24
7449704	6452199	2008-11-11
7476887	6452199	2009-01-13
7856044	6452199	2010-12-21
6826222	6452199	2004-11-30
7737425	6452199	2010-06-15
7733563	6452199	2010-06-08
7217940	6452199	2007-05-15
7365349	6452199	2008-04-29
7405416	6452199	2008-07-29
7812329	6452199	2010-10-12
7361918	6452199	2008-04-22
7217941	6452199	2007-05-15
7453077	6452199	2008-11-18
7872244	6452199	2011-01-18
7482609	6452199	2009-01-27
7317196	6452199	2008-01-08
8526481	6452199	2013-09-03
7391468	6452199	2008-06-24
7394083	6452199	2008-07-01
6815700	6452199	2004-11-09
6839372	6452199	2005-01-04
7247870	6452199	2007-07-24
7365351	6452199	2008-04-29
7671349	6452199	2010-03-02
7109503	6452199	2006-09-19
7402825	6452199	2008-07-22
8519366	6452199	2013-08-27
8629417	6452199	2014-01-14
6809327	6452199	2004-10-26
7813036	6452199	2010-10-12
7453630	6452199	2008-11-18
7449703	6452199	2008-11-11
8446928	6452199	2013-05-21
7193228	6452199	2007-03-20
7589337	6452199	2009-09-15
7732789	6452199	2010-06-08
7489718	6452199	2009-02-10
9516730	6452199	2016-12-06
7355191	6452199	2008-04-08
7164144	6452199	2007-01-16
7378673	6452199	2008-05-27
7180083	6452199	2007-02-20
8035092	6452199	2011-10-11
7388220	6452199	2008-06-17
7732793	6452199	2010-06-08
6888297	6452199	2005-05-03
7196342	6452199	2007-03-27
7122816	6452199	2006-10-17
7049614	6452199	2006-05-23
7180081	6452199	2007-02-20
7291853	6452199	2007-11-06
7372056	6452199	2008-05-13
7087914	6452199	2006-08-08
7002168	6452199	2006-02-21
7323703	6452199	2008-01-29
8075732	6452199	2011-12-13
7440206	6452199	2008-10-21
7655925	6452199	2010-02-02
7247866	6452199	2007-07-24
7525111	6452199	2009-04-28
8822948	6452199	2014-09-02
7642533	6452199	2010-01-05
6639222	6452199	2003-10-28
8129702	6452199	2012-03-06
8461560	6452199	2013-06-11
8075732	6566667	2011-12-13
7825391	6566667	2010-11-02
7368741	6566667	2008-05-06
7449704	6566667	2008-11-11
7476887	6566667	2009-01-13
7109503	6566667	2006-09-19
6839372	6566667	2005-01-04
7247870	6566667	2007-07-24
7405416	6566667	2008-07-29
7365351	6566667	2008-04-29
7465946	6566667	2008-12-16
7346093	6566667	2008-03-18
7634042	6566667	2009-12-15
8300669	6566667	2012-10-30
6919573	6566667	2005-07-19
7122816	6566667	2006-10-17
7087911	6566667	2006-08-08
6815700	6566667	2004-11-09
6972421	6566667	2005-12-06
7402825	6566667	2008-07-22
7446329	6566667	2008-11-04
7256407	6566667	2007-08-14
7872244	6566667	2011-01-18
8861075	6566667	2014-10-14
7135693	6566667	2006-11-14
6770895	6566667	2004-08-03
8461560	6566667	2013-06-11
7439530	6566667	2008-10-21
8630322	6566667	2014-01-14
7589337	6566667	2009-09-15
7217941	6566667	2007-05-15
8633437	6566667	2014-01-21
7217940	6566667	2007-05-15
7439497	6566667	2008-10-21
7087914	6566667	2006-08-08
7928417	6566667	2011-04-19
6894293	6566667	2005-05-17
7450618	6566667	2008-11-11
7180081	6566667	2007-02-20
7750326	6566667	2010-07-06
8675699	6566667	2014-03-18
7838854	6566667	2010-11-23
7355191	6566667	2008-04-08
7193228	6566667	2007-03-20
7525111	6566667	2009-04-28
7388220	6566667	2008-06-17
7598503	6566667	2009-10-06
7233009	6566667	2007-06-19
7642533	6566667	2010-01-05
7449703	6566667	2008-11-11
7141806	6566667	2006-11-28
7164144	6566667	2007-01-16
9018562	6566667	2015-04-28
8227771	6566667	2012-07-24
8907567	6566667	2014-12-09
7372059	6566667	2008-05-13
8610354	6566667	2013-12-17
7583710	6566667	2009-09-01
7317196	6566667	2008-01-08
8208505	6566667	2012-06-26
7732793	6566667	2010-06-08
7361918	6566667	2008-04-22
7180083	6566667	2007-02-20
7453077	6566667	2008-11-18
7291853	6566667	2007-11-06
7482609	6566667	2009-01-27
7598509	6566667	2009-10-06
8618470	6566667	2013-12-31
8822948	6566667	2014-09-02
7973936	6566667	2011-07-05
9390892	6566667	2016-07-12
8265110	6566667	2012-09-11
8208504	6566667	2012-06-26
7365349	6566667	2008-04-29
7465922	6566667	2008-12-16
7609731	6566667	2009-10-27
7088758	6566667	2006-08-08
9420678	6566667	2016-08-16
7196342	6566667	2007-03-27
7323703	6566667	2008-01-29
6762424	6566667	2004-07-13
6894298	6566667	2005-05-17
7372056	6566667	2008-05-13
7378673	6566667	2008-05-27
7567596	6566667	2009-07-28
7394083	6566667	2008-07-01
6894298	6586757	2005-05-17
7372056	6586757	2008-05-13
7196342	6586757	2007-03-27
6809328	6586757	2004-10-26
7309871	6586757	2007-12-18
7057190	6586757	2006-06-06
7291853	6586757	2007-11-06
8396190	6586757	2013-03-12
7394083	6586757	2008-07-01
7589337	6586757	2009-09-15
8411815	6586757	2013-04-02
7365350	6586757	2008-04-29
6815700	6586757	2004-11-09
7180083	6586757	2007-02-20
7465946	6586757	2008-12-16
9390892	6586757	2016-07-12
7453077	6586757	2008-11-18
8873021	6586757	2014-10-28
7193228	6586757	2007-03-20
7087914	6586757	2006-08-08
7346093	6586757	2008-03-18
7679025	6586757	2010-03-16
8461560	6586757	2013-06-11
7361918	6586757	2008-04-22
7365351	6586757	2008-04-29
7368741	6586757	2008-05-06
7709741	6586757	2010-05-04
7402825	6586757	2008-07-22
7217940	6586757	2007-05-15
7323703	6586757	2008-01-29
7405416	6586757	2008-07-29
7732793	6586757	2010-06-08
7034308	6586757	2006-04-25
6839372	6586757	2005-01-04
7180081	6586757	2007-02-20
7247870	6586757	2007-07-24
7388220	6586757	2008-06-17
7449703	6586757	2008-11-11
7482609	6586757	2009-01-27
8587768	6586757	2013-11-19
9307624	6586757	2016-04-05
7378673	6586757	2008-05-27
9810423	6586757	2017-11-07
7217941	6586757	2007-05-15
7141806	6586757	2006-11-28
7075713	6586757	2006-07-11
7928417	6586757	2011-04-19
7439530	6586757	2008-10-21
7759663	6586757	2010-07-20
7838854	6586757	2010-11-23
8075732	6586757	2011-12-13
7355191	6586757	2008-04-08
7164144	6586757	2007-01-16
8227771	6586757	2012-07-24
7012265	6586757	2006-03-14
7705334	6586757	2010-04-27
8895946	6586757	2014-11-25
6787788	6586757	2004-09-07
9681846	6586757	2017-06-20
7122816	6586757	2006-10-17
8881526	6586757	2014-11-11
7525111	6586757	2009-04-28
7041993	6586757	2006-05-09
7233013	6586757	2007-06-19
7317196	6586757	2008-01-08
7365349	6586757	2008-04-29
7449704	6586757	2008-11-11
6965117	6586757	2005-11-15
7476887	6586757	2009-01-13
8530854	6586757	2013-09-10
7598509	6586757	2009-10-06
7088758	6586757	2006-08-08
6972421	6586757	2005-12-06
7109503	6586757	2006-09-19
7317196	6744060	2008-01-08
7405416	6744060	2008-07-29
7361918	6744060	2008-04-22
7180083	6744060	2007-02-20
8610354	6744060	2013-12-17
7378673	6744060	2008-05-27
7193228	6744060	2007-03-20
7110500	6744060	2006-09-19
7525111	6744060	2009-04-28
8075732	6744060	2011-12-13
7465946	6744060	2008-12-16
7449704	6744060	2008-11-11
7476887	6744060	2009-01-13
7109503	6744060	2006-09-19
7453077	6744060	2008-11-18
7388220	6744060	2008-06-17
7309871	6744060	2007-12-18
7122816	6744060	2006-10-17
7196342	6744060	2007-03-27
7323703	6744060	2008-01-29
7589337	6744060	2009-09-15
7598509	6744060	2009-10-06
7619232	6744060	2009-11-17
7679025	6744060	2010-03-16
7088758	6744060	2006-08-08
7355191	6744060	2008-04-08
7732793	6744060	2010-06-08
7372056	6744060	2008-05-13
7365351	6744060	2008-04-29
7141806	6744060	2006-11-28
7928417	6744060	2011-04-19
7291853	6744060	2007-11-06
7449703	6744060	2008-11-11
6894285	6744060	2005-05-17
7247870	6744060	2007-07-24
8461560	6744060	2013-06-11
7439530	6744060	2008-10-21
7482609	6744060	2009-01-27
7402825	6744060	2008-07-22
7838854	6744060	2010-11-23
7948185	6804327	2011-05-24
7388220	6804327	2008-06-17
7453077	6804327	2008-11-18
7465946	6804327	2008-12-16
7323703	6804327	2008-01-29
7589337	6804327	2009-09-15
7838854	6804327	2010-11-23
7928417	6804327	2011-04-19
7365351	6804327	2008-04-29
7372059	6804327	2008-05-13
7642533	6804327	2010-01-05
7372056	6804327	2008-05-13
7199384	6804327	2007-04-03
7605385	6804327	2009-10-20
7317196	6804327	2008-01-08
7825391	6804327	2010-11-02
7449704	6804327	2008-11-11
7476887	6804327	2009-01-13
7402825	6804327	2008-07-22
7361918	6804327	2008-04-22
7307375	6804327	2007-12-11
7482609	6804327	2009-01-27
7122816	6804327	2006-10-17
7109503	6804327	2006-09-19
6933510	6804327	2005-08-23
7405416	6804327	2008-07-29
7247870	6804327	2007-07-24
7109504	6804327	2006-09-19
7291853	6804327	2007-11-06
7439530	6804327	2008-10-21
7141806	6804327	2006-11-28
7525111	6804327	2009-04-28
7502446	6804327	2009-03-10
7196342	6804327	2007-03-27
7309871	6804327	2007-12-18
7732793	6804327	2010-06-08
7622727	6804327	2009-11-24
7449703	6804327	2008-11-11
6894298	6804327	2005-05-17
7180083	6804327	2007-02-20
7355191	6804327	2008-04-08
8075732	6804327	2011-12-13
7569791	6804327	2009-08-04
7183717	6804327	2007-02-27
7598509	6804327	2009-10-06
8143790	6804327	2012-03-27
7378673	6804327	2008-05-27
8461560	6804327	2013-06-11
7193228	6804327	2007-03-20
7372056	6815700	2008-05-13
7053333	6815700	2006-05-30
7361918	6815700	2008-04-22
7307375	6815700	2007-12-11
7122816	6815700	2006-10-17
7402825	6815700	2008-07-22
7088424	6815700	2006-08-08
7569791	6815700	2009-08-04
8143790	6815700	2012-03-27
8008595	6815700	2011-08-30
8035092	6815700	2011-10-11
7365349	6815700	2008-04-29
7449703	6815700	2008-11-11
7605385	6815700	2009-10-20
7002168	6815700	2006-02-21
7852460	6815700	2010-12-14
7732793	6815700	2010-06-08
8227771	6815700	2012-07-24
7378673	6815700	2008-05-27
7196342	6815700	2007-03-27
9560734	6815700	2017-01-31
7439530	6815700	2008-10-21
7183717	6815700	2007-02-27
7838854	6815700	2010-11-23
8075732	6815700	2011-12-13
7355191	6815700	2008-04-08
8025775	6815700	2011-09-27
7655925	6815700	2010-02-02
7671349	6815700	2010-03-02
7180083	6815700	2007-02-20
8610354	6815700	2013-12-17
6933510	6815700	2005-08-23
7199384	6815700	2007-04-03
7453077	6815700	2008-11-18
7825391	6815700	2010-11-02
7094036	6815700	2006-08-22
7193228	6815700	2007-03-20
8461560	6815700	2013-06-11
7525111	6815700	2009-04-28
7449704	6815700	2008-11-11
7476887	6815700	2009-01-13
7679025	6815700	2010-03-16
8493548	6815700	2013-07-23
7323703	6815700	2008-01-29
7405416	6815700	2008-07-29
7109503	6815700	2006-09-19
7501641	6815700	2009-03-10
7812329	6815700	2010-10-12
7247870	6815700	2007-07-24
7317196	6815700	2008-01-08
7388220	6815700	2008-06-17
7948185	6815700	2011-05-24
7309871	6815700	2007-12-18
7365351	6815700	2008-04-29
7482609	6815700	2009-01-27
7291853	6815700	2007-11-06
8396190	6815700	2013-03-12
7589337	6815700	2009-09-15
7598509	6815700	2009-10-06
7141806	6815700	2006-11-28
7928417	6815700	2011-04-19
9447779	6815700	2016-09-20
7465946	6815700	2008-12-16
7088758	6815700	2006-08-08
7528395	6815700	2009-05-05
8198615	6815700	2012-06-12
9609729	6968038	2017-03-28
8704198	6968038	2014-04-22
7170030	6968038	2007-01-30
8779403	6968038	2014-07-15
7759606	6968038	2010-07-20
7135692	6972421	2006-11-14
9609732	6972421	2017-03-28
7626188	6972421	2009-12-01
8519366	6972421	2013-08-27
7671349	6972421	2010-03-02
7825391	6972421	2010-11-02
8263953	6972421	2012-09-11
8109274	6972421	2012-02-07
8493548	6972421	2013-07-23
8227771	6972421	2012-07-24
